Image Names,License text,My predicted text
plate_0001.jpg,RI9498P
plate_0002.jpeg,NJ622R
plate_0003.jpeg,CC407RT
plate_0004.jpg,SK568HP
plate_0007.jpg,DA949HD
plate_0009.jpg,ZG1108BB
plate_0010.jpg,ZG474DU
plate_0011.jpg,ZG7983BF
plate_0013.jpg,ZG763VE
plate_0014.jpg,ZG5715HB
plate_0015.jpg,ZG2720IO
plate_0016.jpg,ZG006AG
plate_0017.jpg,ZG548TL
plate_0018.jpeg,RD567S
plate_0019.jpg,ZG3833AK
plate_0022.jpg,ZG2908IF
plate_0023.jpg,DUPP023
plate_0024.jpg,PU659GB
plate_0026.jpg,ZG7029M
plate_0027.jpg,ZG9762IM
plate_0028.jpg,ZG932UG
plate_0029.jpg,NG794CB
plate_0030.jpg,ZG6336JC
plate_0031.jpg,ZG4201GE
plate_0032.jpg,ZG4094O
plate_0033.jpg,ST841MK
plate_0035.jpg,ZG7761JA
plate_0036.jpg,ZG687NL
plate_0037.jpg,VZ283RK
plate_0043.jpg,ST4015O
plate_0044.jpg,NG136BK
plate_0046.jpg,ZG627EK
plate_0047.jpg,SL290BF
plate_0048.jpg,ZG5017JA
plate_0049.jpg,VK700FS
plate_0050.jpg,OG692O
plate_0051.jpg,RI3943K
plate_0052.jpeg,9TBZ74
plate_0053.jpeg,3TVV99
plate_0054.jpg,983T939
plate_0056.jpg,ZG1031JU
plate_0057.jpg,MA356M
plate_0058.jpg,KR691CI
plate_0060.jpg,KR710FE
plate_0061.jpg,ZG1916HZ
plate_0064.jpeg,NX064H
plate_0066.jpg,DU986BM
plate_0067.jpg,ZG4154AC
plate_0068.jpg,ZG7533AC
plate_0069.jpg,BJ306EP
plate_0072.jpg,ZG0005IS
plate_0073.jpg,ZG3225HP
plate_0074.jpg,VZ130OS
plate_0076.jpg,KT609HB
plate_0077.jpg,VK122FV
plate_0079.jpg,KC620AL
plate_0081.jpg,ZG8481L
plate_0084.jpg,VU718DO
plate_0085.jpg,ZG636TT
plate_0088.jpg,AASH938
plate_0089.jpg,KC0010KK
plate_0090.jpg,IL111AT
plate_0091.jpg,NA327DO
plate_0092.jpg,ZG051DM
plate_0093.jpeg,6.srp.67
plate_0094.jpg,ZG568TM
plate_0095.jpg,ZG8031FR
plate_0096.jpg,OSPP093
plate_0097.jpg,VU271K
plate_0098.jpg,SW771AE
plate_0100.jpg,ZG1008JD
plate_0104.jpg,VZ827IU
plate_0107.jpg,SI582AM
plate_0108.jpg,ZG41340
plate_0112.jpg,KR442JH
plate_0113.jpg,ZD816KA
plate_0114.jpg,DU993V
plate_0115.jpg,ZG4309AG
plate_0116.jpg,PU781D
plate_0118.jpg,DA585HC
plate_0120.jpg,ZG414BV
plate_0121.jpg,SB798AM
plate_0122.jpg,KR988AP
plate_0123.jpg,ZG6771IG
plate_0124.jpg,ST8457A
plate_0125.jpg,ZG9261JF
plate_0126.jpg,VU126EM
plate_0127.jpg,ZG367SO
plate_0129.jpg,RI1459J
plate_0130.jpg,ZG2424B
plate_0133.jpg,SI817GN
plate_0134.jpeg,VV117T
plate_0136.jpg,ZG4200II
plate_0137.jpg,812T475
plate_0139.jpg,ST2811KJ
plate_0141.jpg,ZG9313AE
plate_0143.jpg,KR0311J
plate_0144.jpg,VT419DV
plate_0146.jpg,EZG26
plate_0147.jpg,KR460MJ
plate_0148.jpg,KA0506FR
plate_0149.jpg,ZG8258H
plate_0150.jpg,OS354PM
plate_0151.jpeg,G696TJ
plate_0152.jpg,VU135F
plate_0153.jpg,ZG710KS
plate_0154.jpg,BK8559
plate_0155.jpg,VZ623RD
plate_0156.jpg,PZ148EM
plate_0157.jpg,NG980U
plate_0158.jpg,538E945
plate_0159.jpg,ZG3375DN
plate_0161.jpg,ZG5614EJ
plate_0162.jpg,ZG3170JC
plate_0164.jpg,FAM165
plate_0166.jpg,ZG536VL
plate_0168.jpg,ZD526NU
plate_0169.jpg,ZG927UZ
plate_0171.jpg,G13GC
plate_0172.jpg,TV833B
plate_0173.jpg,ZG880TV
plate_0176.jpg,VZ840JJ
plate_0178.jpg,ZG2793IP
plate_0179.jpg,ZG877TF
plate_0180.jpg,CKPP099
plate_0181.jpg,ZG6896ZG
plate_0182.jpg,ZG902ZG
plate_0183.jpg,ZG9673BM
plate_0184.jpg,DU900CF
plate_0185.jpg,DU900CF
plate_0186.jpg,032A163
plate_0187.jpg,VK750AI
plate_0188.jpg,042K729
plate_0189.jpg,VZ0909MD
plate_0190.jpg,ST1567AD
plate_0193.jpg,SI450AB
plate_0194.jpeg,V971KZ
plate_0195.jpg,ZG518JS
plate_0197.jpg,G13GC
plate_0198.jpg,ZG210EH
plate_0199.jpg,ZG4499AD
plate_0200.jpg,ZG1532AB
plate_0202.jpg,RI373KI
plate_0203.jpg,ZG7882IS
plate_0205.jpg,ST174IC
plate_0206.jpg,KC538AG
plate_0207.jpg,ZG3254D
plate_0209.jpg,ZG655SC
plate_0213.jpg,ZG7010GN
plate_0214.jpg,KZ386L
plate_0215.jpg,ZG3773IS
plate_0216.jpg,422HM43
plate_0217.jpg,SF762S
plate_0223.jpeg,34KJS7
plate_0224.jpeg,42PSJK
plate_0225.jpg,OS001GS
plate_0226.jpg,DU951IO
plate_0227.jpg,BE389839
plate_0228.jpg,ZS38584
plate_0229.jpg,ZG9843HG
plate_0231.jpg,4992TY71
plate_0232.jpg,VU718DO
plate_0235.jpeg,NZ954J
plate_0236.jpg,ZG5642AB
plate_0237.jpg,ZG7497AH
plate_0240.jpg,ST232MR
plate_0243.jpg,KR750LL
plate_0245.jpg,ZG2119DL
plate_0247.jpg,ZG8297I
plate_0248.jpg,SL202AR
plate_0249.jpg,PU742HV
plate_0251.jpeg,RN842H
plate_0252.jpg,DA004GL
plate_0253.jpg,ZG7761M
plate_0254.jpeg,35GDRZ
plate_0255.jpg,RI6879D
plate_0256.jpg,DU711CH
plate_0257.jpg,OS440NB
plate_0260.jpeg,KT157S
plate_0261.jpg,BJ444IC
plate_0262.jpg,ZG8299GK
plate_0263.jpg,ZG7033JB
plate_0264.jpg,OSPP093
plate_0265.jpg,LBVM427
plate_0267.jpg,RX879T
plate_0268.jpg,ZG163DB
plate_0269.jpg,ST8457A
plate_0270.jpg,KR2602IM
plate_0272.jpg,ZG8294DL
plate_0275.jpg,ZG5942G
plate_0280.jpg,BJ678JI
plate_0281.jpg,DA700HG
plate_0282.jpg,CK875II
plate_0283.jpg,ZG6329JG
plate_0284.jpg,ST937IS
plate_0285.jpg,BKF196
plate_0286.jpg,LN608AC
plate_0289.jpg,BJ100EE
plate_0290.jpg,ZG025HR
plate_0291.jpg,VZ676MC
plate_0292.jpg,ZG5825HF
